name	allegiance	culture	spouse	father	mother	books	show	predecessor	successor	born	died	title	url
Lady Sunderly	['http://awoiaf.westeros.org/index.php/House_Sunderly', 'http://awoiaf.westeros.org/index.php/House_Greyjoy']	['Ironborn']	['http://awoiaf.westeros.org/index.php/Quellon_Greyjoy', 'http://awoiaf.westeros.org/index.php/Lady_Sunderly_(wife_of_Quellon_Greyjoy)']			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_and_Fire', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Lady of Pyke[1]']]	http://awoiaf.westeros.org/index.php/Lady_Sunderly_(wife_of_Quellon_Greyjoy)
Lord Sunderly	['http://awoiaf.westeros.org/index.php/House_Sunderly']	['Ironborn']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Lord']]	http://awoiaf.westeros.org/index.php/Lord_Sunderly
Lord Sunglass	['http://awoiaf.westeros.org/index.php/House_Sunglass']	['Crownlands']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[]	[['Lord of Sweetport Sound']]	http://awoiaf.westeros.org/index.php/Lord_Sunglass
Sure Spear	['http://awoiaf.westeros.org/index.php/Unsullied', 'http://awoiaf.westeros.org/index.php/House_Targaryen']					['http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Captain of the Unsullied']]	http://awoiaf.westeros.org/index.php/Sure_Spear
"""Surly lad"""	['http://awoiaf.westeros.org/index.php/House_Wylde', 'http://awoiaf.westeros.org/index.php/Surly_lad', 'http://awoiaf.westeros.org/index.php/Night%27s_Watch', 'http://awoiaf.westeros.org/index.php/Surly_lad']	['Stormlander']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[b'In1835AC[1]']	[]	[]	http://awoiaf.westeros.org/index.php/Surly_lad
sunset girl		['Selhorys']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Sunset_girl
Sweet	['http://awoiaf.westeros.org/index.php/House_Sweet', 'http://awoiaf.westeros.org/index.php/Queen%27s_men']	['Westeros']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Lord']]	http://awoiaf.westeros.org/index.php/Lord_Sweet
Sweets	['http://awoiaf.westeros.org/index.php/House_of_Qaggaz']	['Ghiscari']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'Yunkai']	[]	[]	http://awoiaf.westeros.org/index.php/Sweets
Lord Swyft	['http://awoiaf.westeros.org/index.php/House_Swyft', 'http://awoiaf.westeros.org/index.php/Greens']	['Westermen']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen']				[]	[b'In130AC,Gods Eye']	[['Lord of Cornfield[N 1]']]	http://awoiaf.westeros.org/index.php/Lord_Swyft
Blind Sybassion the Eater of Eyes		['Qarth']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Sybassion
Sybell Spicer	['http://awoiaf.westeros.org/index.php/House_Spicer', 'http://awoiaf.westeros.org/index.php/House_Westerling']	['Westermen']	['http://awoiaf.westeros.org/index.php/Gawen_Westerling']			['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Lady of the Crag']]	http://awoiaf.westeros.org/index.php/Sybell_Spicer
Sybelle Glover	['http://awoiaf.westeros.org/index.php/House_Locke', 'http://awoiaf.westeros.org/index.php/House_Glover']	['Northmen']	['http://awoiaf.westeros.org/index.php/Robett_Glover', 'http://awoiaf.westeros.org/index.php/Sybelle_Glover']			['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Lady of Deepwood Motte']]	http://awoiaf.westeros.org/index.php/Sybelle_Glover
Sylas Flatnose		['ironborn']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['King of the Iron Islands']]	http://awoiaf.westeros.org/index.php/Sylas_Flatnose
Sylas		['Free folk']				['http://awoiaf.westeros.org/index.php/Fire_and_Blood']				[]	[b'In133AC,the Gift']	[]	http://awoiaf.westeros.org/index.php/Sylas_the_Grim
Sylas	['http://awoiaf.westeros.org/index.php/House_Greyjoy']	['ironborn']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']				[]	[b'In294AC']	[['Steward of Pyke']]	http://awoiaf.westeros.org/index.php/Sylas_Sourmouth
Sylva Santagar	['http://awoiaf.westeros.org/index.php/House_Santagar', 'http://awoiaf.westeros.org/index.php/House_Estermont']	['Dornishmen']	['http://awoiaf.westeros.org/index.php/Eldon_Estermont']	['http://awoiaf.westeros.org/index.php/Symon_Santagar']		['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[b'In276AC or 277AC[1],Spottswood[2]']	[]	[['Lady of Greenstone']]	http://awoiaf.westeros.org/index.php/Sylva_Santagar
Sylvenna Sand	['http://awoiaf.westeros.org/index.php/House_of_Kisses', 'http://awoiaf.westeros.org/index.php/Gaemon_Palehair']	['Dornishmen']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	"[b""In130AC or 131AC,Red Keep, King's Landing""]"	[]	http://awoiaf.westeros.org/index.php/Sylvenna_Sand
Sylwa Paege	['http://awoiaf.westeros.org/index.php/House_Paege', 'http://awoiaf.westeros.org/index.php/House_Frey']	['Rivermen']	['http://awoiaf.westeros.org/index.php/Whalen_Frey']			['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[b'In~236275AC[1]']	[]	[]	http://awoiaf.westeros.org/index.php/Sylwa_Paege
Symeon Star-Eyes						['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/The_Hedge_Knight', 'http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Ser (in the songs)']]	http://awoiaf.westeros.org/index.php/Symeon_Star-Eyes
Symon Hollard	['http://awoiaf.westeros.org/index.php/House_Hollard', 'http://awoiaf.westeros.org/index.php/House_Darklyn']	['Crownlands']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_and_Fire', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[b'In277AC[1],Duskendale[1]']	[['Ser[1]', 'Master-at-arms at the Dun Fort[1]']]	http://awoiaf.westeros.org/index.php/Symon_Hollard
Symon Santagar	['http://awoiaf.westeros.org/index.php/House_Santagar']	['Dornishmen']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Ser', 'Knight of Spottswood[1]']]	http://awoiaf.westeros.org/index.php/Symon_Santagar
Symon						['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	"[b""In299AC,King's Landing""]"	[]	http://awoiaf.westeros.org/index.php/Symon_Silver_Tongue
Symon Stripeback	['http://awoiaf.westeros.org/index.php/House_Targaryen', 'http://awoiaf.westeros.org/index.php/Free_Brothers']					['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Commander of the Free Brothers']]	http://awoiaf.westeros.org/index.php/Symon_Stripeback
Symond Botley	['http://awoiaf.westeros.org/index.php/House_Botley']	['Ironborn']		['http://awoiaf.westeros.org/index.php/Sawane_Botley']		['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Symond_Botley
Symond Crayne	['http://awoiaf.westeros.org/index.php/House_Crayne', 'http://awoiaf.westeros.org/index.php/Kingsguard', 'http://awoiaf.westeros.org/index.php/Night%27s_Watch']	['Valemen']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Symond_Crayne
Symond Frey	['http://awoiaf.westeros.org/index.php/House_Frey']	['Rivermen']	['http://awoiaf.westeros.org/index.php/Betharios_of_Braavos', 'http://awoiaf.westeros.org/index.php/Symond_Frey']	['http://awoiaf.westeros.org/index.php/Walder_Frey']	['http://awoiaf.westeros.org/index.php/Amarei_Crakehall']	['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'In252260AC[1],the Twins[2]']	[b'In300AC (suspected),the north']	[]	http://awoiaf.westeros.org/index.php/Symond_Frey
Symond Staunton	['http://awoiaf.westeros.org/index.php/House_Staunton']	['Crownlands']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	"[[""Lord of Rook's Rest"", 'Master of laws']]"	http://awoiaf.westeros.org/index.php/Symond_Staunton
Symond Templeton	['http://awoiaf.westeros.org/index.php/House_Templeton', 'http://awoiaf.westeros.org/index.php/Lords_Declarant']	['Valemen']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Ser', 'Knight of Ninestars']]	http://awoiaf.westeros.org/index.php/Symond_Templeton
Syrio Forel	['http://awoiaf.westeros.org/index.php/House_Stark']	['Braavosi']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_1']			[b'Braavos']	"[b""In298AC,King's Landing""]"	[['First Sword to the Sealord of Braavos', 'Water Dancer']]	http://awoiaf.westeros.org/index.php/Syrio_Forel
Taena of Myr	['http://awoiaf.westeros.org/index.php/House_Merryweather']	['Myrish']	['http://awoiaf.westeros.org/index.php/Orton_Merryweather', 'http://awoiaf.westeros.org/index.php/Taena_of_Myr']			['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'In276AC (roughly)[2],Myr[3]']	[]	[['Lady of Longtable']]	http://awoiaf.westeros.org/index.php/Taena_of_Myr
Tagganaro		['Braavosi']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Tagganaro
Tal Toraq	['http://awoiaf.westeros.org/index.php/House_Targaryen', 'http://awoiaf.westeros.org/index.php/Stalwart_Shields']	['Summer Isles']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Commander of the Stalwart Shields']]	http://awoiaf.westeros.org/index.php/Tal_Toraq
Talbert Serry	['http://awoiaf.westeros.org/index.php/House_Serry']	['Reach']		['http://awoiaf.westeros.org/index.php/Osbert_Serry']		['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[b'In300AC,near the Shield Islands, the Reach']	[['Ser', 'Captain[1]']]	http://awoiaf.westeros.org/index.php/Talbert_Serry
Talea		['Braavosi']		['http://awoiaf.westeros.org/index.php/Brusco']		['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Talea
Talla Tarly	['http://awoiaf.westeros.org/index.php/House_Tarly']	['Marcher']		['http://awoiaf.westeros.org/index.php/Randyll_Tarly']	['http://awoiaf.westeros.org/index.php/Melessa_Florent']	['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_6']			[b'In284289AC[1]']	[]	[]	http://awoiaf.westeros.org/index.php/Talla_Tarly
Tallad	['http://awoiaf.westeros.org/index.php/House_Baratheon_of_King%27s_Landing']					['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'Westeros[3]']	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Tallad
Tanda Stokeworth	['http://awoiaf.westeros.org/index.php/House_Stokeworth']	['Crownlands']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']			['http://awoiaf.westeros.org/index.php/Lollys_Stokeworth']	[b'In~213252AC[2],Stokeworth[3]']	[b'In300AC,Stokeworth[4]']	[['Lady of Stokeworth[1]']]	http://awoiaf.westeros.org/index.php/Tanda_Stokeworth
Tanselle		['Dornishmen']				['http://awoiaf.westeros.org/index.php/The_Hedge_Knight', 'http://awoiaf.westeros.org/index.php/The_Sworn_Sword', 'http://awoiaf.westeros.org/index.php/The_Mystery_Knight']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Tanselle
Tansy	['http://awoiaf.westeros.org/index.php/Peach']	['Rivermen']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Tansy_(innkeep)
Tansy						['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Tansy_(orphan)
Tanton Fossoway	['http://awoiaf.westeros.org/index.php/House_Fossoway_of_Cider_Hall']	['Reach']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Ser[1]']]	http://awoiaf.westeros.org/index.php/Tanton_Fossoway
last Lord Tarbeck	['http://awoiaf.westeros.org/index.php/House_Tarbeck']	['Westermen']			['http://awoiaf.westeros.org/index.php/Rohanne_Tarbeck']	['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[b'In258AC[1]']	[b'In261AC[1],Tarbeck Hall[1] (presumed)']	[['Lord of Tarbeck Hall[1]']]	http://awoiaf.westeros.org/index.php/Last_Lord_Tarbeck
Lord Tarbeck	['http://awoiaf.westeros.org/index.php/House_Tarbeck', 'http://awoiaf.westeros.org/index.php/Lord_Tarbeck_(son_of_Alyn)']	['Westermen[1]']		['http://awoiaf.westeros.org/index.php/Alyn_Tarbeck']	['http://awoiaf.westeros.org/index.php/Jeyne_Westerling_(wife_of_Maegor_I)']	['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_and_Blood', 'http://awoiaf.westeros.org/index.php/The_Sons_of_the_Dragon']				[b'In43AC or 44AC[2]']	[b'In4759AC[2]']	[['Lord of Tarbeck Hall[1]']]	http://awoiaf.westeros.org/index.php/Lord_Tarbeck_(son_of_Alyn)
Tarber		['Crownlands']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Tarber
Targon the Halfwild		['Valemen']				['http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Ser[1]']]	http://awoiaf.westeros.org/index.php/Targon
Tarle by David Demaret © Fantasy Flight Games		['Ironborn']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Priest of the Drowned God']]	http://awoiaf.westeros.org/index.php/Tarle_the_Thrice-Drowned
Tattered Prince	['http://awoiaf.westeros.org/index.php/Windblown', 'http://awoiaf.westeros.org/index.php/Second_Sons', 'http://awoiaf.westeros.org/index.php/Iron_Shields', 'http://awoiaf.westeros.org/index.php/Maiden%27s_Men']	['Pentoshi']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_and_Fire', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[b'In238AC or 239AC[1],Pentos']	[]	[['Prince of Pentos (title refused)', 'Commander of the Windblown']]	http://awoiaf.westeros.org/index.php/Tattered_Prince
Temmo		['Dothraki']	['http://awoiaf.westeros.org/index.php/Temmo']			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[b'Inthe Century of Blood']	[b'Inthe Century of Blood,before the gates of Qohor']	[['Khal']]	http://awoiaf.westeros.org/index.php/Temmo
Teora Hunter	['http://awoiaf.westeros.org/index.php/House_Hunter', 'http://awoiaf.westeros.org/index.php/House_Arryn']		['http://awoiaf.westeros.org/index.php/Roland_I_Arryn']	['http://awoiaf.westeros.org/index.php/House_Hunter']		['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[['Queen']]	http://awoiaf.westeros.org/index.php/Teora_Hunter
Teora Kyndall	['http://awoiaf.westeros.org/index.php/House_Kyndall', 'http://awoiaf.westeros.org/index.php/House_Lannister']	['Westermen']	['http://awoiaf.westeros.org/index.php/Tybolt_Lannister']			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[b'In~157197AC[1]']	[b'Inor after 209AC[1]']	[['Lady of Casterly Rock']]	http://awoiaf.westeros.org/index.php/Teora_Kyndall
Teora Toland	['http://awoiaf.westeros.org/index.php/House_Toland']	['Dornish']			['http://awoiaf.westeros.org/index.php/Nymella_Toland']	['http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Lady[1]']]	http://awoiaf.westeros.org/index.php/Teora_Toland
Ternesio Terys		['Braavosi']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_4']			[]	[]	"[[""Captain of Titan's Daughter""]]"	http://awoiaf.westeros.org/index.php/Ternesio_Terys
Terrance Lynderly	['http://awoiaf.westeros.org/index.php/House_Lynderly']	['Valemen']		['http://awoiaf.westeros.org/index.php/Jon_Lynderly']		['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Terrance_Lynderly
Terrence Celtigar	['http://awoiaf.westeros.org/index.php/House_Celtigar', 'http://awoiaf.westeros.org/index.php/Night%27s_Watch']	['Crownlands']								[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Terrence_Celtigar
Terrence Kenning	['http://awoiaf.westeros.org/index.php/House_Kenning_of_Kayce']	['Westermen']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Lord of Kayce[1]']]	http://awoiaf.westeros.org/index.php/Terrence_Kenning
Terrence Toyne	['http://awoiaf.westeros.org/index.php/House_Toyne', 'http://awoiaf.westeros.org/index.php/Kingsguard']	['Stormlander']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[b'In178AC[1]']	[['Ser']]	http://awoiaf.westeros.org/index.php/Terrence_Toyne
Terrio Erastes		['Braavosi']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Terrio_Erastes
Terro		['Braavosi']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Terro
Tess	['http://awoiaf.westeros.org/index.php/House_Greyjoy']	['Westermen']	['http://awoiaf.westeros.org/index.php/Dalton_Greyjoy', 'http://awoiaf.westeros.org/index.php/Salt_wife']			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[b'Fair Isle']	[b'In133AC,the Sunset sea off the coast of Faircastle[1]']	[]	http://awoiaf.westeros.org/index.php/Tess
Tessario	['http://awoiaf.westeros.org/index.php/House_Peake', 'http://awoiaf.westeros.org/index.php/Fingers_(guards)']	['Volantene']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	"[b""In135AC,King's Landing""]"	[['Captain of the Fingers']]	http://awoiaf.westeros.org/index.php/Tessario
Thaddeus Rowan	['http://awoiaf.westeros.org/index.php/House_Rowan', 'http://awoiaf.westeros.org/index.php/Blacks']	['Reach']	['http://awoiaf.westeros.org/index.php/Floris_Baratheon', 'http://awoiaf.westeros.org/index.php/Thaddeus_Rowan']			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen']				[b'In76AC[2]']	[b'In135AC[3],on the road to Goldengrove[3]']	[['Lord of Goldengrove', 'Lord Regent', 'Master of laws[1]', 'Lord justiciar[1]', 'Hand of the King']]	http://awoiaf.westeros.org/index.php/Thaddeus_Rowan
Theo Bolling	['http://awoiaf.westeros.org/index.php/House_Bolling', 'http://awoiaf.westeros.org/index.php/Theo_Bolling']	['Stormlander[1]']	['http://awoiaf.westeros.org/index.php/Elinor_Costayne', 'http://awoiaf.westeros.org/index.php/Theo_Bolling']			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_and_Blood']				[]	[b'In47AC[1]']	[['Ser[1]']]	http://awoiaf.westeros.org/index.php/Theo_Bolling
Theo Charlton	['http://awoiaf.westeros.org/index.php/House_Charlton']	['Rivermen']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[['Lord']]	http://awoiaf.westeros.org/index.php/Theo_Charlton
Theo Frey	['http://awoiaf.westeros.org/index.php/House_Frey']	['Rivermen']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones']				[]	[]	[['Ser[1]']]	http://awoiaf.westeros.org/index.php/Theo_Frey
Theo Teague										[]	[]	[]	http://awoiaf.westeros.org/index.php/Theo_Teague
Theo Tyrell	['http://awoiaf.westeros.org/index.php/House_Tyrell', 'http://awoiaf.westeros.org/index.php/Theo_Tyrell']	['Reach[1]']		['http://awoiaf.westeros.org/index.php/Harlen_Tyrell']		['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood']		['http://awoiaf.westeros.org/index.php/Harlen_Tyrell']		[]	[]	[['Lord Paramount of the Mander[1]', 'Lord of Highgarden[1]', 'Defender of the Marches[1]', 'High Marshal of the Reach[1]', 'Warden of the South[1]']]	http://awoiaf.westeros.org/index.php/Theo_Tyrell
Theo Wull	['http://awoiaf.westeros.org/index.php/House_Wull']	['Northern mountain clans']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[b'In283AC,the tower of joy']	[]	http://awoiaf.westeros.org/index.php/Theo_Wull
Theobald	['http://awoiaf.westeros.org/index.php/Citadel']	['Westerosi']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Archmaester', 'Seneschal of the Citadel']]	http://awoiaf.westeros.org/index.php/Theobald
Theodan Wells	['http://awoiaf.westeros.org/index.php/House_Wells', 'http://awoiaf.westeros.org/index.php/Warrior%27s_Sons']	['Northmen or Dornishmen']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	"[['Ser[1]', ""Commander of the Warrior's Sons[1]""]]"	http://awoiaf.westeros.org/index.php/Theodan_Wells
Theodore Tyrell	['http://awoiaf.westeros.org/index.php/House_Tyrell']	['Reach']	['http://awoiaf.westeros.org/index.php/Lia_Serry', 'http://awoiaf.westeros.org/index.php/Theodore_Tyrell']	['http://awoiaf.westeros.org/index.php/Luthor_Tyrell_(son_of_Moryn)']	['http://awoiaf.westeros.org/index.php/Elyn_Norridge']	['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Ser[1]']]	http://awoiaf.westeros.org/index.php/Theodore_Tyrell
Theomar Smallwood	['http://awoiaf.westeros.org/index.php/House_Smallwood']	['Rivermen']	['http://awoiaf.westeros.org/index.php/Ravella_Smallwood', 'http://awoiaf.westeros.org/index.php/Theomar_Smallwood']			['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Lord of Acorn Hall[1]']]	http://awoiaf.westeros.org/index.php/Theomar_Smallwood
Theomore Lannister	['http://awoiaf.westeros.org/index.php/House_Lannister_of_Lannisport', 'http://awoiaf.westeros.org/index.php/Citadel', 'http://awoiaf.westeros.org/index.php/House_Manderly']	['Westermen']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'Lannisport']	[]	[['Maester at New Castle']]	http://awoiaf.westeros.org/index.php/Theomore
Theomore Harlaw	['http://awoiaf.westeros.org/index.php/House_Harlaw']	['Ironborn']	['http://awoiaf.westeros.org/index.php/Theomore_Harlaw']			['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Harlaw of Harlaw', 'Lord of Harlaw', 'Lord of Ten Towers']]	http://awoiaf.westeros.org/index.php/Theomore_Harlaw
